age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,0.0,0,0,-1,NHL,4,0,2000-01,0,2,0,76,0,2,,VAN,0
25,,0.0,0,2,-1,NHL,6,0,2001-02,0,9,0,149,0,2,,VAN,2
26,,6.9,1,6,-2,NHL,14,0,2002-03,1,29,2,316,1,4,,VAN,8
27,,0.0,0,1,-4,NHL,7,0,2003-04,0,16,0,167,0,0,,VAN,1
30,,0.0,0,0,1,NHL,11,0,2006-07,0,21,0,217,0,2,,VAN,0
33,SC,6.3,1,5,7,NHL,22,0,2009-10,0,16,1,407,0,8,41,CHI,6
34,,25.0,1,0,-2,NHL,7,0,2010-11,0,4,1,104,0,2,7,MTL,1
