year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1986-87,17,2,13,3,0,WHL,8,Prince Albert Raiders,5
1987-88,18,1,43,0,0,WHL,10,Prince Albert Raiders,1
1988-89,19,2,30,1,0,WHL,4,Prince Albert Raiders,3
1989-90,20,4,34,7,0,WHL,14,Prince Albert Raiders,11
1990-91,21,0,0,0,0,AHL,1,Hershey Bears,0
1993-94,24,1,18,1,0,AHL,5,Albany River Rats,2
1994-95,25,1,13,8,0,AHL,14,Albany River Rats,9
2003-04,34,0,0,0,0,AHL,2,Wilkes-Barre Penguins,0
2004-05,35,0,18,0,-2,UHL,7,Rockford IceHogs,0
2006-07,37,0,25,0,0,Russia,2,Vityaz Chekhov,0
