age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,20.0,7,0,3,NHL,0,0,1978-79,1,35,7,,0,19,,NYR,20
21,,0.0,0,4,-3,NHL,9,0,1979-80,0,13,0,,0,10,,NYR,4
22,,4.3,0,6,0,NHL,13,0,1980-81,0,23,1,,1,13,,NYR,7
23,,22.7,3,5,-2,NHL,10,0,1981-82,0,22,5,,2,10,,NYR,10
24,,0.0,0,1,-2,NHL,5,0,1982-83,0,6,0,,0,0,,NYR,1
25,,7.1,1,4,3,NHL,5,0,1983-84,0,14,1,,0,0,,NYR,5
26,,44.4,2,0,3,NHL,3,0,1984-85,0,9,4,,2,2,,NYR,4
27,,20.0,2,1,-6,NHL,16,0,1985-86,0,10,2,,0,31,,NYR,3
28,,18.2,2,1,3,NHL,6,0,1986-87,0,11,2,,0,6,,NYR,3
30,,0.0,0,0,-1,NHL,4,0,1988-89,0,6,0,,0,8,,HAR,0
31,,0.0,0,0,-1,NHL,5,0,1989-90,0,4,0,,0,2,,NYI,0
