assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1969-70,26,8,5,Trois-Rivieres Ducs,15,13,0,QMJHL
34,1970-71,62,62,28,Trois-Rivieres Ducs,16,66,0,QMJHL
31,1971-72,60,61,30,Trois-Rivieres Ducs,17,166,0,QMJHL
32,1972-73,61,74,42,Trois-Rivieres Ducs,18,97,0,QMJHL
68,1973-74,67,148,80,Trois-Rivieres Draveurs,19,72,0,QMJHL
1,1978-79,5,3,2,New Brunswick Hawks,24,4,0,AHL
13,1980-81,28,35,22,HC Gap,26,0,0,France
5,1980-81,15,10,5,New Brunswick Hawks,26,14,0,AHL
19,1981-82,24,51,32,EC Innsbruck,27,62,0,Austria
22,1982-83,43,33,11,Sherbrooke Jets,28,18,0,AHL
26,1983-84,79,48,22,Sherbrooke Jets,29,24,0,AHL
