age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,0,1,NHL,5,0,1972-73,0,4,0,,0,2,,BOS,0
22,,10.5,2,5,2,NHL,16,0,1973-74,0,19,2,,0,38,,BOS,7
23,,0.0,0,0,1,NHL,3,0,1974-75,0,5,0,,0,17,,BOS,0
24,,14.3,3,1,-4,NHL,12,0,1975-76,0,21,3,,0,25,,BOS,4
25,,18.5,5,6,-2,NHL,0,0,1976-77,1,27,5,,0,28,,BOS,11
26,,0,4,10,11,NHL,0,0,1977-78,1,17,5,,1,40,,BOS,15
27,,0.0,0,6,6,NHL,11,0,1978-79,0,20,0,,0,25,,BOS,6
28,,20.0,1,6,-2,NHL,10,0,1979-80,1,15,3,,2,69,,BOS,9
29,,14.3,1,2,0,NHL,3,0,1980-81,0,7,1,,0,12,,BOS,3
30,,35.7,5,4,5,NHL,11,0,1981-82,1,14,5,,0,56,,BOS,9
32,,0.0,0,0,-2,NHL,3,0,1983-84,0,4,0,,0,14,,BOS,0
33,,20.0,1,2,-2,NHL,5,0,1984-85,0,5,1,,0,9,,BOS,3
