assists,year,games_played,points,goals,team,age,pim,plus_minus,league
20,1973-74,59,40,20,Sudbury Wolves,16,73,0,OHA-Jr.
52,1974-75,64,78,26,Sudbury Wolves,17,43,0,OMJHL
92,1975-76,61,134,42,Sudbury Wolves,18,101,0,OMJHL
66,1976-77,61,109,43,Sudbury Wolves,19,109,0,OMJHL
4,1976-77,5,5,1,Canada,19,11,0,WJC-A
2,1981-82,7,2,0,Canada,24,6,0,Can-Cup
0,1987-88,2,0,0,Colorado Rangers,30,0,0,IHL
7,1989-90,22,18,11,Mannheimer ERC,32,38,0,W.German
24,1990-91,51,39,15,San Diego Gulls,33,87,0,IHL
18,1991-92,60,36,18,San Diego Gulls,34,32,0,IHL
9,1995-96,12,17,8,San Diego Gulls,38,10,0,WCHL
1,1996-97,2,2,1,San Diego Gulls,39,0,0,WCHL
3,1997-98,3,3,0,San Diego Gulls,40,2,3,WCHL
0,1998-99,1,0,0,Jacksonville Lizard Kings,41,0,0,ECHL
