shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1928-29,30,0,,0,0,0,0,0,0,TOR,0,19,0,NHL,0,,22,0,[],0
0,1929-30,96,0,,0,0,0,0,0,7,TOR,2,20,0,NHL,0,,33,9,[],0
0,1930-31,71,0,,0,0,0,0,0,11,TOR,1,21,0,NHL,0,,42,12,[],0
0,1931-32,97,0,,0,0,0,0,0,9,TOR,7,22,0,NHL,0,,42,16,[],0
0,1932-33,0,0,,0,0,0,0,0,8,TOR,3,23,0,NHL,0,,48,11,[],0
0,1933-34,0,0,,0,0,0,0,0,10,TOR,11,24,0,NHL,0,,40,21,[],0
0,1934-35,0,0,,0,0,0,0,0,8,TOR,4,25,0,NHL,0,,46,12,[],0
0,1935-36,0,0,,0,0,0,0,0,9,TOR,2,26,0,NHL,0,,43,11,[],0
0,1936-37,0,0,,0,0,0,0,0,9,TOR,3,27,0,NHL,0,,48,12,[],0
0,1937-38,82,0,,0,0,0,0,0,20,TOR,4,28,0,NHL,0,,47,24,[],0
0,1938-39,0,0,,0,0,0,0,0,10,TOR,4,29,0,NHL,0,,0,14,[],0
0,1939-40,0,0,,0,0,0,0,0,9,TOR,1,30,0,NHL,0,,31,10,[],0
