shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1989-90,0,0,,0,1,0,0,0,0,BUF,0,19,0,NHL,0,,2,0,[],0
2.4,1990-91,20,5,,0,42,3,0,9,8,BUF,1,20,0,NHL,0,,21,9,[],1
9.4,1991-92,92,10,,0,85,7,5,-9,17,TOT,8,21,1,NHL,0,,66,25,[],3
7.9,1991-92,75,8,,0,76,7,4,-13,15,BUF,6,21,1,NHL,0,,58,21,[],2
22.2,1991-92,17,2,,0,9,0,1,4,2,MTL,2,21,0,NHL,0,,8,4,[],1
8.7,1992-93,117,6,,0,126,8,5,7,14,MTL,11,22,1,NHL,0,,73,25,[],6
5.6,1993-94,118,4,,1,72,4,4,3,9,MTL,4,23,1,NHL,0,,68,13,[],0
7.7,1994-95,48,8,,0,26,0,2,16,8,PHI,2,24,0,NHL,0,,36,10,[],0
5.6,1995-96,92,7,,0,89,2,3,18,9,PHI,5,25,2,NHL,2,,69,14,[],0
2.6,1996-97,85,9,,0,77,2,2,-12,11,TOT,2,26,0,NHL,0,,62,13,[],0
0.0,1996-97,37,5,,0,34,0,0,-1,5,PHI,0,26,0,NHL,0,,27,5,[],0
4.7,1996-97,48,4,,0,43,2,2,-11,6,HAR,2,26,0,NHL,0,,35,8,[],0
4.5,1997-98,94,4,,0,67,1,3,-5,5,CAR,3,27,0,NHL,0,,65,8,[],0
1.6,1998-99,122,5,1693,1,64,0,1,-1,6,MDA,1,28,0,NHL,0,20:39,82,7,[],0
6.0,1999-00,61,5,1217,0,50,0,3,-8,5,MDA,3,29,2,NHL,0,18:10,67,8,[],0
5.3,2000-01,56,4,574,0,19,1,1,5,5,NYI,1,30,0,NHL,0,19:07,30,6,[],0
0.0,2001-02,2,0,17,0,2,0,0,-1,0,NYI,0,31,0,NHL,0,17:12,1,0,[],0
