year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1990-91,16,34,72,47,0,Minor-ON,58,Oakville Ambassadors,81
1991-92,17,9,0,5,0,OHL,36,Sault Ste. Marie Greyhounds,14
1992-93,18,16,20,23,0,OHL,59,Sault Ste. Marie Greyhounds,39
1993-94,19,52,19,45,0,OHL,64,Sault Ste. Marie Greyhounds,97
1994-95,20,7,10,8,0,IHL,40,Atlanta Knights,15
1995-96,21,16,18,18,0,IHL,68,Atlanta Knights,34
1996-97,22,11,8,16,0,AHL,37,Adirondack Red Wings,27
1998-99,24,3,8,7,-7,AHL,20,Portland Pirates,10
1999-00,25,16,16,21,15,AHL,33,Portland Pirates,37
2000-01,26,10,2,14,4,AHL,17,2 Teams,24
2000-01,26,6,0,5,2,AHL,5,Springfield Falcons,11
2000-01,26,4,2,9,2,AHL,12,Hartford Wolf Pack,13
2001-02,27,6,4,6,0,AHL,9,Hartford Wolf Pack,12
2002-03,28,30,28,33,-12,AHL,64,San Antonio Rampage,63
2003-04,29,0,8,2,0,Russia,14,Severstal Cherepovets,2
2003-04,29,14,14,11,0,Swiss,25,EHC Basel,25
2004-05,30,21,26,27,0,Swiss,38,HC Ambri-Piotta,48
2005-06,31,11,48,29,0,Swiss,40,HC Ambri-Piotta,40
2006-07,32,13,38,20,0,Swiss,33,2 Teams,33
2006-07,32,0,16,5,0,Swiss,11,HC Ambri-Piotta,5
2006-07,32,13,22,15,0,Swiss,22,SCL Tigers Langnau,28
2007-08,33,20,36,40,0,Swiss,40,SCL Tigers Langnau,60
2008-09,34,16,41,16,0,Swiss,23,SCL Tigers Langnau,32
2009-10,35,8,44,28,0,Swiss,40,HC Geneve-Servette,36
2010-11,36,12,24,24,0,Swiss,43,HC Geneve-Servette,36
