pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,U. of New Hampshire,9,0,13,ECAC,10,1974-75,19,4
41,U. of New Hampshire,23,0,33,ECAC,31,1975-76,20,10
16,U. of New Hampshire,37,0,64,ECAC,36,1976-77,21,27
12,U. of New Hampshire,33,0,64,ECAC,30,1977-78,22,31
32,Saginaw Gears,45,0,81,IHL,79,1978-79,23,36
16,Oklahoma City Stars,26,0,48,CHL,68,1979-80,24,22
0,Oklahoma City Stars,1,0,2,CHL,5,1980-81,25,1
44,Baltimore Clippers,47,0,72,EHL,63,1980-81,25,25
51,Jokerit Helsinki,23,0,43,Finland,36,1981-82,26,20
57,JoKP Joensuu,34,0,59,Finland-2,36,1982-83,27,25
24,JoKP Joensuu,36,0,63,Finland-2,36,1983-84,28,27
44,SaiPa Lappeenranta,15,0,27,Finland-2,36,1984-85,29,12
