pim,team,assists,plus_minus,points,league,games_played,year,age,goals
36,U.S. National Team Development Program,2,0,4,U-18,46,2002-03,17,2
10,U.S. National Team Development Program,2,0,3,NAHL,10,2002-03,17,1
2,United States,0,0,0,WJ18-A,6,2002-03,17,0
18,St. Cloud State Huskies,8,0,8,WCHA,31,2003-04,18,0
40,St. Cloud State Huskies,11,0,11,WCHA,35,2004-05,19,0
6,United States,0,0,0,WJC-A,6,2004-05,19,0
24,St. Cloud State Huskies,8,0,11,WCHA,42,2005-06,20,3
30,St. Cloud State Huskies,9,0,11,WCHA,40,2006-07,21,2
0,Albany River Rats,0,-2,0,AHL,1,2006-07,21,0
58,Albany River Rats,13,19,19,AHL,61,2007-08,22,6
26,Albany River Rats,6,-17,10,AHL,51,2008-09,23,4
13,Albany River Rats,8,-6,9,AHL,30,2009-10,24,1
26,Charlotte Checkers,12,7,14,AHL,67,2010-11,25,2
30,HC CSOB Pojistovna Pardubice,10,0,10,CzRep,52,2011-12,26,0
61,Thomas Sabo Ice Tigers Nurnberg,18,0,29,Germany,49,2012-13,27,11
