bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.00,0,28,NHL,0,23,0,25,0,0,0,0,3,.893,2003-04,DAL,0,0.1,0,0,1,1,60
8,6,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-9'}]",0,2.34,17.20,1147,NHL,23,27,.622,1060,0,0,37,0,87,0,2007-08,NSH,10,9.1,0,3,23,44,2229
8,3,[],0,2.93,-7.88,963,NHL,16,28,.485,867,2,0,33,109,96,.900,2008-09,NSH,19,4.9,0,4,11,35,1965
5,1,[],1,2.69,-1.76,848,NHL,14,29,.500,771,4,0,28,102,77,.909,2009-10,NSH,13,4.9,1,1,15,31,1715
10,2,[],1,2.77,-16.13,1089,NHL,16,30,.432,978,0,0,37,117,111,.898,2010-11,TOT,10,4.6,1,7,21,44,2408
8,2,[],1,2.93,-17.45,741,NHL,10,30,.385,659,0,0,26,127,82,.889,2010-11,TBL,7,2.4,1,6,13,31,1679
2,0,[],0,2.39,1.32,348,NHL,6,30,.545,319,0,0,11,96,29,.917,2010-11,ANA,3,2.2,0,1,8,13,729
1,0,[],1,2.72,0,214,NHL,1,31,.200,195,0,0,5,0,19,.911,2011-12,ANA,5,1.2,1,0,1,10,419
4,1,[],2,3.13,-3.12,555,NHL,8,32,.500,503,0,0,16,106,52,.906,2012-13,CAR,8,3.0,2,2,6,19,997
6,1,[],1,3.62,-17.71,514,NHL,4,33,.250,452,0,0,16,140,62,.879,2013-14,TOT,11,1.0,1,0,5,20,1027
2,1,[],1,3.04,-4.93,349,NHL,4,33,.364,314,0,0,11,116,35,.900,2013-14,DAL,6,1.5,1,0,5,14,690
4,0,[],0,4.81,0,165,NHL,0,33,.000,138,0,0,5,0,27,.836,2013-14,FLA,5,-0.5,0,0,0,6,337
0,1,[],0,2.35,0,221,NHL,4,34,.500,202,0,0,8,0,19,.914,2014-15,FLA,3,1.3,0,1,4,8,486
