average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:46,52,1,0,0,3,NHL,21,0,49,2,-9,34,45.8,1,58,0,0,0,11,2015-16,VAN,1,34,0,7,2.9,255,20,[]
9:29,81,5,0,0,12,NHL,22,5,84,33,-2,51,51.2,0,80,0,0,0,11,2016-17,VAN,0,94,5,6,0.0,541,57,[]
