assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Hamilton Fincups,5,1975-76,14,8,7,18,0,OMJHL
1,Hamilton Fincups,5,1975-76,3,6,2,18,0,M-Cup
6,St. Catharines Fincups,6,1976-77,14,12,11,19,0,OMJHL
8,Hamilton Fincups,9,1977-78,20,17,10,20,0,OMJHL
1,Dallas Black Hawks,7,1978-79,9,8,2,21,0,CHL
0,Dallas Black Hawks,0,1980-81,5,0,4,23,0,CHL
4,Dallas Black Hawks,3,1981-82,16,7,24,24,0,CHL
