assists,team,goals,year,games_played,points,pim,age,plus_minus,league
44,Hamilton Mountain A\'s,51,1975-76,60,95,34,18,0,ON-Jr.A
4,Hamilton Fincups,3,1975-76,5,7,0,18,0,OMJHL
58,St. Catharines Fincups,42,1976-77,66,100,56,19,0,OMJHL
0,Canada,6,1976-77,7,6,6,19,0,WJC-A
25,Hamilton Fincups,19,1977-78,27,44,16,20,0,OMJHL
2,Tulsa Oilers,1,1977-78,15,3,10,20,0,CHL
1,Fort Wayne Komets,3,1977-78,4,4,4,20,0,IHL
32,Dallas Black Hawks,44,1978-79,76,76,36,21,0,CHL
23,Dallas Black Hawks,23,1979-80,61,46,43,22,0,CHL
13,Dallas Black Hawks,18,1980-81,60,31,74,23,0,CHL
34,Dallas Black Hawks,19,1981-82,71,53,48,24,0,CHL
9,Fort Wayne Komets,4,1982-83,18,13,6,25,0,IHL
