year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2001-02,18,8,12,17,0,H-East,38,Boston College Eagles,25
2002-03,19,14,4,24,0,H-East,36,Boston College Eagles,38
2002-03,19,0,4,2,0,WJC-A,7,United States,2
2003-04,20,15,22,27,0,H-East,42,Boston College Eagles,42
2004-05,21,14,22,31,0,H-East,38,Boston College Eagles,45
2004-05,21,1,2,0,0,AHL,4,Cincinnati Mighty Ducks,1
2005-06,22,27,44,59,30,AHL,71,Portland Pirates,86
2006-07,23,2,12,7,-3,AHL,14,Portland Pirates,9
2007-08,24,1,10,7,7,AHL,13,Manitoba Moose,8
2008-09,25,10,16,25,5,AHL,36,Binghamton Senators,35
2008-09,25,3,2,0,2,WC-A,9,United States,3
2010-11,27,1,0,3,0,WC-A,7,United States,4
2012-13,29,12,26,22,0,Swiss,42,ZSC Lions Zurich,34
