goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2005-06,63,2053,0,0,0,0,0,0,Fort William North Stars,10,0,0,1.84,20,SIJHL,0,0,36,0,33,1
0,0,0,2006-07,52,1097,5,0,0,418,470,0,U. of Massachusetts-Lowell,1,0,0,2.84,21,H-East,.889,0,19,0,3,10
0,0,0,2007-08,49,1187,2,0,0,491,540,1,U. of Massachusetts-Lowell,2,0,0,2.48,22,H-East,.909,0,20,1,7,11
0,0,0,2008-09,38,1106,1,2,0,414,452,0,U. of Massachusetts-Lowell,3,0,0,2.06,23,H-East,.916,0,19,0,9,8
0,0,0,2009-10,55,1614,2,0,0,0,0,2,U. of Massachusetts-Lowell,4,0,0,2.04,24,H-East,0,0,27,2,13,12
0,0,0,2009-10,11,244,1,0,0,128,139,0,Adirondack Phantoms,0,0,0,2.70,24,AHL,.921,0,4,0,1,2
0,0,0,2010-11,59,1174,2,0,0,542,601,1,Worcester Sharks,2,0,0,3.02,25,AHL,.902,0,22,1,11,7
0,0,0,2011-12,43,819,0,0,0,388,431,3,Toledo Walleye,0,0,0,3.15,26,ECHL,.900,0,14,3,7,7
0,0,0,2011-12,93,2372,4,17,0,1033,1126,2,Rockford IceHogs,3,0,0,2.35,26,AHL,.917,0,43,2,22,13
0,0,0,2012-13,132,2908,1,17,0,1307,1439,2,Rockford IceHogs,2,0,0,2.72,27,AHL,.908,0,51,2,26,22
