pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Waterloo Black Hawks,21,0,25,USHL,50,1995-96,18,4
62,Waterloo Black Hawks,32,0,38,USHL,50,1996-97,19,6
32,University of Notre Dame,17,0,29,CCHA,41,1997-98,20,12
38,Philadelphia Phantoms,27,13,36,AHL,74,1998-99,21,9
6,Philadelphia Phantoms,17,25,26,AHL,47,1999-00,22,9
27,Milwaukee Admirals,12,2,15,IHL,34,2000-01,23,3
0,United States,1,-4,2,WC-A,9,2000-01,23,1
2,United States,3,-3,3,WC-A,7,2001-02,24,0
2,Milwaukee Admirals,0,3,1,AHL,3,2002-03,25,1
21,Grand Rapids Griffins,3,2,6,AHL,29,2004-05,27,3
4,Wilkes-Barre Penguins,1,-5,1,AHL,6,2012-13,35,0
