league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,60,1,33,98,29,2,,PHI,[],20.4,13,9,1,20,2,1967-68,,5,6,0,7
NHL,56,0,34,76,22,1,,TOT,[],18.4,12,8,2,14,1,1968-69,,1,18,1,6
NHL,44,0,34,53,12,0,,TOR,[],13.2,7,5,-3,7,0,1968-69,,0,14,1,4
NHL,12,0,34,23,10,1,,PHI,[],30.4,5,3,5,7,1,1968-69,,1,4,0,2
NHL,51,1,35,103,32,2,,PHI,[],14.6,12,17,-2,15,0,1969-70,,3,30,1,14
NHL,69,3,36,106,39,6,,TOT,[],17.9,8,20,13,19,0,1970-71,,11,41,1,13
NHL,1,0,36,0,0,0,,PHI,[],0,0,0,0,0,0,1970-71,,0,0,0,0
NHL,68,3,36,106,39,6,,STL,[],17.9,8,20,13,19,0,1970-71,,11,41,1,13
NHL,14,0,37,10,6,1,,TOT,[],20.0,1,4,3,2,1,1971-72,,0,4,2,1
NHL,9,0,37,7,5,1,,STL,[],28.6,1,3,4,2,1,1971-72,,0,2,2,0
NHL,5,0,37,3,1,0,,DET,[],0.0,0,1,-1,0,0,1971-72,,0,2,0,1
WHA,48,0,38,0,22,0,,WNJ,[],0,5,16,0,6,0,1972-73,,1,34,0,0
WHA,12,0,39,0,9,0,,WNJ,[],0,4,5,0,4,0,1973-74,,0,6,0,0
