age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
28,,0.0,0,0,-1,NHL,2,0,1962-63,0,2,0,,0,0,,MTL,0
33,,4.8,0,3,-1,NHL,7,0,1967-68,0,21,1,,1,0,,PHI,4
34,,16.7,0,1,-4,NHL,4,0,1968-69,0,6,1,,1,0,,PHI,2
36,,0,0,0,0,NHL,1,0,1970-71,0,0,0,,0,0,,STL,0
38,,0,5,9,0,WHA,14,0,1972-73,0,0,5,,0,9,,WNJ,14
39,,0,0,0,0,WHA,4,0,1973-74,0,0,0,,0,4,,WNJ,0
