year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1971-72,19,8,14,5,0,WCHA,32,University of Minnesota,13
1972-73,20,18,34,14,0,WCHA,34,University of Minnesota,32
1973-74,21,19,36,33,0,WCHA,40,University of Minnesota,52
1974-75,22,25,84,37,0,WCHA,42,University of Minnesota,62
1974-75,22,2,34,5,0,WEC-A,10,United States,7
1975-76,23,24,66,19,0,AHL,75,Nova Scotia Voyageurs,43
1976-77,24,1,4,1,0,Can-Cup,5,United States,2
1976-77,24,19,48,41,0,AHL,69,Nova Scotia Voyageurs,60
1977-78,25,22,70,38,0,AHL,79,Nova Scotia Voyageurs,60
1978-79,26,0,0,7,0,CHL,9,Oklahoma City Stars,7
1980-81,28,2,0,0,0,DN-Cup,2,Minnesota North Stars,2
