assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1938-39,6,0,0,Hershey Bears,16,0,0,EAHL
4,1939-40,20,8,4,Guelph Indians,17,33,0,OHA-Jr.
0,1939-40,5,0,0,Atlantic City Sea Gulls,17,9,0,EAHL
32,1940-41,62,45,13,Atlantic City Sea Gulls,18,202,0,EAHL
14,1941-42,48,22,8,Minneapolis Millers,19,91,0,AHA
0,1941-42,5,0,0,2 Teams,19,16,0,AHL
0,1941-42,2,0,0,Philadelphia Ramblers,19,4,0,AHL
0,1941-42,3,0,0,Cleveland Barons,19,12,0,AHL
0,1942-43,2,0,0,Cleveland Barons,20,0,0,AHL
2,1942-43,8,3,1,Toronto Army Daggers,20,14,0,OHA-Sr.
23,1943-44,31,35,12,Toronto Army Shamrocks,21,109,0,TIHL
12,1944-45,22,23,11,Toronto Army Shamrocks,22,79,0,TIHL
3,1944-45,2,4,1,Toronto Army Daggers,22,2,0,TNDHL
0,1944-45,4,1,1,Toronto Army Daggers,22,0,0,OHA-Sr.
19,1945-46,51,36,17,Kansas City Pla-Mors,23,107,0,USHL
14,1946-47,40,20,6,Kansas City Pla-Mors,24,80,0,USHL
23,1947-48,66,36,13,Tulsa Oilers,25,191,0,USHL
17,1948-49,64,25,8,Washington Lions,26,118,0,AHL
32,1949-50,68,46,14,Louisville Blades,27,137,0,USHL
35,1950-51,67,41,6,Buffalo Bisons,28,212,0,AHL
22,1951-52,54,25,3,Buffalo Bisons,29,119,0,AHL
34,1952-53,67,42,8,Vancouver Canucks,30,161,0,WHL
15,1953-54,54,19,4,Vancouver Canucks,31,116,0,WHL
23,1954-55,69,33,10,Vancouver Canucks,32,208,0,WHL
