year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1931-32,17,3,2,0,0,OHA-Jr.,5,Niagara Falls Cataracts,3
1932-33,18,1,0,0,0,OHA-Jr.,2,Niagara Falls Cataracts,1
1932-33,18,5,4,2,0,M-Cup,3,Niagara Falls Cataracts,7
1933-34,19,0,0,0,0,OHA-Sr.,2,Niagara Falls Cataracts,0
1934-35,20,6,4,4,0,EAHL,9,Hershey B\'ars,10
1935-36,21,3,18,0,0,EAHL,8,Hershey B\'ars,3
1936-37,22,1,2,0,0,EAHL,4,Hershey B\'ars,1
1937-38,23,0,0,1,0,IAHL,2,New Haven Eagles,1
1939-40,25,0,0,1,0,IAHL,3,New Haven Eagles,1
1940-41,26,0,2,0,0,AHL,2,New Haven Eagles,0
1941-42,27,0,0,0,0,AHL,2,New Haven Eagles,0
1945-46,31,3,10,2,0,PCHL,9,Hollywood Wolves,5
1946-47,32,1,9,1,0,PCHL,7,Hollywood Wolves,2
1947-48,33,0,2,2,0,PCHL,4,Los Angeles Monarchs,2
