year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1976-77,16,3,87,24,0,ON-Jr.A,44,Aurora Tigers,27
1976-77,16,1,0,0,0,OMJHL,2,Windsor Spitfires,1
1977-78,17,5,54,6,0,OMJHL,67,Ottawa 67\'s,11
1978-79,18,3,188,16,0,OMJHL,55,Ottawa 67\'s,19
1979-80,19,7,195,19,0,OMJHL,63,Ottawa 67\'s,26
1979-80,19,0,10,1,0,WJC-A,5,Canada,1
1980-81,20,2,135,7,0,AHL,65,Nova Scotia Voyageurs,9
1981-82,21,3,135,17,0,AHL,71,Nova Scotia Voyageurs,20
1982-83,22,3,71,11,0,AHL,53,Nova Scotia Voyageurs,14
1983-84,23,4,193,20,0,AHL,68,Nova Scotia Voyageurs,24
1984-85,24,3,52,7,0,AHL,31,St. Catharines Saints,10
1985-86,25,7,109,32,0,AHL,72,St. Catharines Saints,39
