year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1940-41,19,8,2,6,0,OHA-Jr.,16,Guelph Biltmores,14
1941-42,20,26,51,27,0,EAHL,55,Rivervale Skeeters,53
1942-43,21,17,31,23,0,AHL,52,2 Teams,40
1942-43,21,8,10,9,0,AHL,28,New Haven Eagles,17
1942-43,21,9,21,14,0,AHL,24,Hershey Bears,23
1943-44,22,0,4,3,0,UOVHL,6,Petawawa Grenades,3
1945-46,24,12,23,23,0,USHL,55,St. Paul Saints,35
1946-47,25,10,47,12,0,AHL,47,New Haven Ramblers,22
1947-48,26,20,41,24,0,USHL,56,St. Paul Saints,44
1948-49,27,9,40,13,0,USHL,36,St. Paul Saints,22
1948-49,27,6,6,8,0,AHL,23,Buffalo Bisons,14
1949-50,28,12,44,15,0,USHL,61,St. Paul Saints,27
1950-51,29,9,108,31,0,USHL,64,Kansas City Royals,40
1951-52,30,17,85,26,0,MMHL,81,Sydney Millionaires,43
1952-53,31,7,79,21,0,WHL,70,Calgary Stampeders,28
1953-54,32,2,62,5,0,AHL,61,Providence Reds,7
1954-55,33,1,18,3,0,AHL,16,Providence Reds,4
1954-55,33,2,42,11,0,QHL,36,Quebec Aces,13
1955-56,34,0,23,3,0,QHL,8,Quebec Aces,3
1955-56,34,8,80,23,0,EOHL,27,Kingston Goodyears,31
1956-57,35,3,50,8,0,EOHL,37,Kingston CKLC\'s,11
1957-58,36,7,60,23,0,EOHL,49,Kingston CKLC\'s,30
1958-59,37,2,12,0,0,EOHL,12,Kingston Merchants,2
