game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-3,11,0,12,0,1973-74,0,0,0,0,,NHL,0.0,0,20,2,[],0,0,,MNS
3,-7,82,0,52,18,1974-75,16,0,9,2,,NHL,11.0,2,21,8,[],27,7,,MNS
1,-9,55,0,33,11,1975-76,9,0,9,1,,NHL,16.4,2,22,8,[],20,8,,MNS
0,-2,8,0,3,1,1976-77,1,0,0,0,,NHL,0.0,0,23,0,[],1,0,,MNS
0,1,1,0,3,1,1977-78,1,0,0,0,,NHL,0.0,0,24,0,[],1,0,,PHI
5,27,122,4,66,28,1978-79,21,0,20,5,,NHL,16.4,3,25,16,"[{'link': '/awards/voting-1979.html#byng', 'name': 'Byng-22'}]",48,15,,PHI
2,-6,101,0,72,27,1979-80,21,0,18,8,,NHL,17.8,6,26,28,[],45,10,,STL
2,16,134,0,80,67,1980-81,44,0,20,6,,NHL,14.9,23,27,40,"[{'link': '/awards/voting-1981.html#byng', 'name': 'Byng-10'}, {'link': '/awards/masterton.html#1981', 'name': None}]",87,14,,STL
1,-9,129,0,77,53,1981-82,36,1,25,10,,NHL,19.4,17,28,32,[],78,14,,STL
2,-6,135,2,78,44,1982-83,33,0,22,8,,NHL,16.3,9,29,14,[],66,14,,STL
0,-14,85,3,74,24,1983-84,19,1,7,1,,NHL,8.2,2,30,24,[],31,5,,TOT
0,-1,18,1,17,10,1983-84,7,0,1,0,,NHL,5.6,2,30,4,[],11,1,,STL
0,-13,67,2,57,14,1983-84,12,1,6,1,,NHL,9.0,0,30,20,[],20,4,,DET
