year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,18,2,2,1,0,CIS,6,SKA St. Petersburg,3
1994-95,20,1,6,0,0,CIS,3,SKA St. Petersburg,1
1995-96,21,0,0,0,0,CIS,2,SKA St. Petersburg,0
1996-97,22,3,0,1,0,Russia,5,Avangard Omsk,4
1998-99,24,3,10,1,0,Russia,5,Avangard Omsk,4
1999-00,25,2,6,5,0,Russia,8,Avangard Omsk,7
2000-01,26,9,12,4,0,Russia,13,Avangard Omsk,13
2001-02,27,6,18,11,0,Russia,11,Avangard Omsk,17
2002-03,28,4,2,4,0,Russia,12,Avangard Omsk,8
2003-04,29,2,18,6,0,Russia,11,Avangard Omsk,8
2004-05,30,5,24,7,0,Russia,11,Avangard Omsk,12
2005-06,31,1,4,1,0,Russia,2,Dynamo Moscow,2
2006-07,32,1,2,0,0,Russia,3,SKA St. Petersburg,1
2007-08,33,2,8,2,0,Russia,9,SKA St. Petersburg,4
2008-09,34,1,2,0,0,KHL,3,SKA St. Petersburg,1
2009-10,35,2,4,2,0,KHL,4,SKA St. Petersburg,4
2010-11,36,2,12,7,0,KHL,11,SKA St. Petersburg,9
2011-12,37,3,4,3,0,KHL,11,Metallurg Magnitogorsk,6
2012-13,38,0,0,1,0,Swiss,4,HC Fribourg-Gotteron,1
