power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,0,0,NHL,2010-11,26,0,NYR,108,0,6,-1,0,25,35,,0.0,0
0,17,6,2,NHL,2011-12,27,3,NYR,284,3,15,0,0,33,51,,9.1,3
1,11,5,0,NHL,2012-13,28,3,NYR,207,2,2,-1,0,16,45,,18.8,2
0,25,8,0,NHL,2013-14,29,3,NYR,333,5,19,-3,1,30,53,,10.0,2
0,25,2,0,NHL,2014-15,30,1,TBL,342,1,10,-3,0,35,62,,2.9,0
0,17,5,1,NHL,2015-16,31,5,TBL,263,0,20,-1,0,29,40,,17.2,5
0,6,2,0,NHL,2016-17,32,0,TOR,75,2,6,-2,0,14,19,,0.0,0
