average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
13:38,22,5,0,0,2,NHL,23,1,37,4,4,19,46.3,4,43,0,0,0,1,2007-08,LAK,4,10,1,0,21.1,109,8,[]
10:08,58,5,1,0,8,NHL,24,1,102,42,-9,36,45.3,4,123,0,0,0,11,2008-09,LAK,4,66,1,11,11.1,284,28,[]
8:25,126,6,1,0,41,NHL,25,1,125,47,-6,73,38.7,4,198,0,0,1,20,2009-10,NYR,4,143,2,5,5.5,598,71,[]
15:44,365,35,2,1,86,NHL,26,11,534,74,2,218,48.5,16,567,4,3,0,33,2010-11,NYR,21,240,14,20,9.6,1291,82,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-31'}]"
15:14,301,26,2,0,83,NHL,27,13,629,59,2,165,51.8,11,586,0,1,1,25,2011-12,NYR,11,236,15,15,6.7,1250,82,"[{'link': '/awards/voting-2012.html#selke', 'name': 'Selke-25'}]"
14:13,107,5,1,0,30,NHL,28,2,215,29,-13,56,56.4,2,166,0,0,1,12,2012-13,NYR,2,145,3,7,3.6,540,38,[]
12:46,211,18,1,0,54,NHL,29,9,306,56,1,137,52.9,5,272,1,2,1,20,2013-14,NYR,6,154,12,20,4.4,1047,82,[]
13:00,226,24,5,3,63,NHL,30,9,438,54,3,140,49.0,12,456,0,0,0,32,2014-15,TBL,15,128,9,13,10.7,1065,82,[]
12:55,199,20,4,2,48,NHL,31,6,346,57,-7,117,50.7,9,336,2,0,1,15,2015-16,TBL,13,115,7,16,11.1,981,76,[]
13:02,216,25,2,0,41,NHL,32,9,303,66,3,131,52.2,10,278,3,0,3,22,2016-17,TOT,13,115,12,19,9.9,977,75,[]
13:42,176,22,2,0,31,NHL,32,6,175,48,5,109,53.0,10,155,3,0,3,12,2016-17,TBL,13,83,9,12,11.9,740,54,[]
11:19,40,3,0,0,10,NHL,32,3,128,18,-2,22,51.0,0,123,0,0,0,10,2016-17,TOR,0,32,3,7,0.0,238,21,[]
