assists,team,goals,year,games_played,points,pim,age,plus_minus,league
25,Calgary Royals,13,2003-04,32,38,51,14,0,CBHL
13,Calgary Royals,9,2004-05,33,22,36,15,0,AMHL
1,Seattle Thunderbirds,2,2004-05,5,3,6,15,-1,WHL
27,Seattle Thunderbirds,1,2005-06,69,28,53,16,2,WHL
41,Seattle Thunderbirds,9,2006-07,68,50,70,17,15,WHL
34,Seattle Thunderbirds,11,2007-08,63,45,49,18,20,WHL
1,Canada,0,2007-08,7,1,4,18,4,WJC-A
35,Seattle Thunderbirds,16,2008-09,57,51,30,19,37,WHL
6,Manchester Monarchs,1,2008-09,7,7,2,19,-1,AHL
3,Canada,0,2008-09,6,3,2,19,-3,WJC-A
5,Manchester Monarchs,1,2009-10,19,6,12,20,-4,AHL
18,Manchester Monarchs,6,2010-11,77,24,38,21,9,AHL
23,Manchester Monarchs,3,2011-12,76,26,36,22,16,AHL
9,Manchester Monarchs,3,2012-13,33,12,12,23,4,AHL
