offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
12.3,Wayne Gretzky,36,4,41,21.1,20,261,109,C,14.3,164,80,37,2.0,3,15,,3,55,69,,28
4.5,Jari Kurri,23,0,26,15.8,20,202,43,LW,6.1,75,75,9,1.6,1,9,,0,32,34,,40
3.1,Mark Messier,19,0,-12,12.8,20,179,40,LW,3.7,63,72,7,0.5,1,4,,3,23,30,,102
3.8,Brett Callighen,19,0,13,19.7,27,127,35,C,4.8,60,55,7,1.0,1,6,,0,25,28,,32
3.5,Glenn Anderson,17,3,4,18.8,20,160,23,RW,4.3,53,58,3,0.8,5,10,,0,30,20,,24
2.1,Matti Hagman,18,0,4,20.8,25,96,33,C,3.1,53,75,11,1.0,0,2,,0,20,22,,16
3.3,Risto Siltanen,9,1,5,8.1,22,209,36,D,7.1,53,79,22,3.8,3,7,,0,17,14,,54
2.3,Blair MacDonald,14,0,-8,14.2,27,134,24,RW,2.7,43,51,7,0.4,1,5,,0,19,17,,27
1.5,Kevin Lowe,6,0,-10,8.7,21,115,24,D,4.4,34,79,2,3.0,2,4,,1,10,21,,94
0.2,Stan Weir,11,0,-7,14.3,28,84,20,C,0.9,32,70,1,0.6,2,1,,1,12,18,,40
1.4,Paul Coffey,7,0,4,8.0,19,113,23,D,4.9,32,74,6,3.5,0,2,,1,9,16,,130
1.6,Pat Price,8,0,-7,8.9,25,90,24,D,3.9,32,59,11,2.3,0,0,,0,8,13,,193
1.4,Lee Fogolin,9,4,2,14.6,25,89,17,D,5.0,30,80,1,3.7,1,0,,1,13,15,,139
-0.4,Dave Hunter,12,0,-12,11.5,23,104,16,LW,0.2,28,78,0,0.6,3,0,,1,12,15,,98
0.6,Doug Hicks,3,1,21,4.6,25,109,16,D,4.3,21,59,6,3.7,0,1,,0,5,10,,76
-0.3,Dave Semenko,7,0,-4,26.2,23,42,8,LW,0.3,19,58,3,0.6,2,4,,0,11,5,,80
0.4,Don Murdoch,6,0,-16,9.8,24,102,9,RW,0.5,19,40,2,0.0,2,4,,0,10,7,,18
-0.5,Dave Lumley,7,0,-15,13.0,26,54,9,RW,-0.3,16,53,1,0.2,1,0,,1,7,7,,74
-1.6,Curt Brackenbury,2,0,-3,10.0,29,20,7,RW,-1.0,9,58,0,0.6,0,0,,0,2,7,,153
0.4,Charlie Huddy,1,0,1,8.7,21,23,5,D,1.0,7,12,1,0.6,0,1,,0,2,4,,6
0.2,Don Ashby,1,0,-1,15.4,25,13,3,C,0.3,5,6,0,0.0,1,1,,0,2,3,,2
-0.4,Peter Driscoll,1,0,1,11.8,26,17,3,LW,-0.1,5,21,0,0.3,0,1,,0,2,3,,43
0.0,Eddie Mio,0,0,0,,27,0,5,G,6.2,5,43,0,0.0,0,0,,0,0,0,,6
-0.2,John Hughes,0,0,-6,0.0,26,9,3,D,0.3,3,18,0,0.5,0,0,,0,0,3,,30
0.0,Ron Low,0,0,0,,30,0,3,G,2.4,3,24,0,0.0,0,0,,0,0,0,,0
-0.2,Tom Roulston,1,0,-3,11.1,23,9,1,C,-0.2,2,11,0,0.0,0,0,,0,1,1,,2
0.0,Gary Edwards,0,0,0,,33,0,2,G,2.1,2,15,0,0.0,0,0,,0,0,0,,0
-0.1,Garry Lariviere,0,0,9,0.0,26,8,2,D,0.9,2,13,0,1.1,0,0,,0,0,2,,6
0.0,Roy Sommer,1,0,0,100.0,23,1,0,C,0.1,1,3,0,0.0,0,0,,0,1,0,,7
0.0,Andy Moog,0,0,0,,20,0,1,G,0.8,1,7,0,0.0,0,0,,0,0,0,,0
0.0,Tom Bladon,0,0,-1,,28,0,0,D,0.0,0,1,0,0.0,0,0,,0,0,0,,0
-0.1,Pat Hughes,0,0,-3,0.0,25,3,0,RW,-0.1,0,2,0,-0.1,0,0,,0,0,0,,0
0.0,Pete LoPresti,0,0,0,,26,0,0,G,0.2,0,2,0,0.0,0,0,,0,0,0,,0
-0.5,Garry Unger,0,0,-9,0.0,33,13,0,C,-0.6,0,13,0,-0.1,0,0,,0,0,0,,6
