pim,team,assists,plus_minus,points,league,games_played,year,age,goals
72,Sarnia Sting,13,-2,16,OHL,58,2003-04,16,3
103,Sarnia Sting,13,1,34,OHL,68,2004-05,17,21
12,Canada,2,3,4,WJ18-A,6,2004-05,17,2
126,Sarnia Sting,32,-7,52,OHL,61,2005-06,18,20
151,Barrie Colts,46,18,78,OHL,67,2006-07,19,32
2,Iowa Stars,0,0,0,AHL,1,2006-07,19,0
137,Iowa Stars,5,-6,8,AHL,38,2007-08,20,3
41,Idaho Steelheads,9,5,10,ECHL,19,2007-08,20,1
87,Manchester Monarchs,6,2,9,AHL,35,2008-09,21,3
126,Manchester Monarchs,10,2,14,AHL,44,2009-10,22,4
222,Manchester Monarchs,14,0,22,AHL,66,2010-11,23,8
253,Manchester Monarchs,9,-1,15,AHL,56,2011-12,24,6
98,Manchester Monarchs,5,-2,7,AHL,35,2012-13,25,2
181,Milwaukee Admirals,11,0,17,AHL,62,2014-15,27,6
