pim,team,assists,plus_minus,points,league,games_played,year,age,goals
60,North Okanagan Knights,59,0,118,Minor-BC,41,2001-02,15,59
0,Seattle Thunderbirds,0,2,0,WHL,2,2001-02,15,0
14,Seattle Thunderbirds,13,1,18,WHL,60,2002-03,16,5
29,Seattle Thunderbirds,15,18,36,WHL,63,2003-04,17,21
10,Canada,3,3,3,WJ18-A,7,2003-04,17,0
29,Seattle Thunderbirds,34,28,65,WHL,72,2004-05,18,31
40,Seattle Thunderbirds,21,8,45,WHL,62,2005-06,19,24
58,Seattle Thunderbirds,38,27,80,WHL,59,2006-07,20,42
8,Iowa Stars,1,-1,1,AHL,25,2007-08,21,0
4,Idaho Steelheads,14,8,21,ECHL,22,2007-08,21,7
28,Grand Rapids Griffins,11,6,19,AHL,61,2008-09,22,8
42,Texas Stars,31,19,58,AHL,78,2009-10,23,27
24,Texas Stars,22,-9,36,AHL,58,2010-11,24,14
14,St. John\'s IceCaps,20,-11,34,AHL,63,2011-12,25,14
18,St. John\'s IceCaps,13,-2,24,AHL,43,2012-13,26,11
