goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
3.6,0,NHL,26,WIN,1339,22,9,106,1,76,0,-4.12,4,0,8,1,0,0,0,.895,1994-95,723,3.41,4,[],647
10.4,0,NHL,53,WIN,2914,23,20,90,0,152,0,16.21,3,2,26,0,0,0,0,.908,1995-96,1656,3.13,12,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-8'}]",1504
12.0,0,NHL,72,PHX,4091,24,33,97,3,193,0,6.51,6,7,30,3,0,0,0,.908,1996-97,2094,2.83,16,"[{'link': '/awards/voting-1997.html#AS', 'name': 'AS-8'}]",1901
9.6,0,NHL,70,PHX,4026,25,28,107,2,0,0,-11.95,10,4,30,2,0,0,0,.900,1997-98,1835,2.74,22,[],1651
12.5,0,NHL,63,PHX,3657,26,23,84,0,130,0,25.01,7,8,32,0,0,0,0,.923,1998-99,1681,2.13,8,[],1551
0.5,0,NHL,2,TBL,123,28,1,0,0,6,0,0,0,0,1,0,0,0,0,.913,2000-01,69,2.93,0,[],63
14.5,0,NHL,70,TBL,3896,29,32,87,2,153,0,23.56,10,7,24,2,0,0,0,.920,2001-02,1914,2.36,6,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2002.html#vezina', 'name': 'Vezina-8'}]",1761
11.2,0,NHL,65,TBL,3787,30,22,97,3,156,0,4.45,11,4,30,3,0,0,0,.911,2002-03,1760,2.47,8,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2003.html#hart', 'name': 'Hart-14'}, {'link': '/awards/voting-2003.html#vezina', 'name': 'Vezina-7'}]",1604
8.5,0,NHL,55,TBL,3274,31,19,101,2,127,0,-1.07,7,3,28,2,0,0,0,.910,2003-04,1414,2.33,12,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-10'}]",1287
6.2,0,NHL,50,CHI,2815,33,26,115,1,157,0,-20.85,6,0,17,1,0,0,0,.886,2005-06,1379,3.35,10,[],1222
9.6,0,NHL,60,CHI,3425,34,26,103,0,163,0,-4.94,5,1,25,0,0,0,0,.902,2006-07,1668,2.86,8,[],1505
8.5,8,NHL,50,CHI,2892,35,20,101,2,127,48,-0.82,6,2,23,2,.500,0,24,.909,2007-08,1389,2.63,4,[],1262
8.6,3,NHL,42,CHI,2467,36,8,88,2,96,39,13.08,7,3,25,2,.615,0,24,.919,2008-09,1192,2.33,8,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-13'}]",1096
3.4,1,NHL,18,EDM,1089,37,9,103,0,55,18,-1.58,2,0,7,0,.500,0,9,.909,2009-10,602,3.03,4,[],547
4.5,12,NHL,47,EDM,2701,38,0,126,0,153,46,-32.00,4,2,10,0,.326,0,15,.890,2010-11,1389,3.40,12,[],1236
6.3,6,NHL,40,EDM,2261,39,20,104,0,100,40,-3.68,7,2,12,0,.500,0,20,.910,2011-12,1114,2.65,0,[],1014
2.8,1,NHL,12,EDM,684,40,6,88,0,29,11,4.12,1,1,4,0,.545,0,6,.923,2012-13,376,2.54,0,[],347
-0.5,3,NHL,4,CHI,168,41,0,0,0,14,4,0,1,0,1,0,.250,0,1,.811,2013-14,74,5.00,0,[],60
