assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Hamilton Tigers,2,1922-23,10,2,2,21,0,OHA-Sr.
0,Niagara Falls Cataracts,2,1926-27,14,2,8,25,0,Can-Pro
2,Niagara Falls Cataracts,20,1927-28,42,22,38,26,0,Can-Pro
1,New Haven Eagles,8,1928-29,38,9,16,27,0,Can-Am
19,New Haven Eagles,22,1929-30,40,41,28,28,0,Can-Am
8,New Haven Eagles,6,1931-32,25,14,8,30,0,Can-Am
15,St. Louis Flyers,14,1932-33,44,29,20,31,0,AHA
5,St. Louis Flyers,3,1933-34,47,8,14,32,0,AHA
