assists,year,games_played,points,goals,team,age,pim,plus_minus,league
36,1983-84,39,65,29,Fort Erie Meteors,16,104,0,ON-Jr.B
31,1984-85,63,55,24,Belleville Bulls,17,33,0,OHL
36,1985-86,66,79,43,Belleville Bulls,18,73,0,OHL
51,1986-87,55,78,27,Hamilton Steelhawks,19,26,0,OHL
69,1987-88,65,121,52,Hamilton Steelhawks,20,44,0,OHL
93,1988-89,47,145,52,Niagara Falls Thunder,21,59,0,OHL
1,1988-89,3,2,1,Maine Mariners,21,0,0,AHL
3,1989-90,16,9,6,Phoenix Roadrunners,22,2,0,IHL
7,1989-90,31,12,5,Cape Breton Oilers,22,2,0,AHL
77,1990-91,64,140,63,Knoxville Cherokees,23,39,0,ECHL
53,1991-92,77,102,49,New Haven Nighthawks,24,46,0,AHL
26,1992-93,47,54,28,Atlanta Knights,25,38,0,IHL
60,1993-94,79,114,54,Atlanta Knights,26,70,0,IHL
49,1994-95,66,90,41,Atlanta Knights,27,60,0,IHL
56,1995-96,75,94,38,Atlanta Knights,28,80,0,IHL
38,1996-97,73,71,33,Detroit Vipers,29,42,0,IHL
35,1997-98,58,60,25,Detroit Vipers,30,50,25,IHL
52,1998-99,82,75,23,Detroit Vipers,31,64,33,IHL
