pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Torpedo Yaroslavl 2,5,0,15,CIS-2,25,1995-96,15,10
14,Torpedo Yaroslavl 2,15,0,35,Russia-3,45,1996-97,16,20
20,Torpedo Yaroslavl 2,7,0,21,Russia-2,48,1997-98,17,14
34,2 Teams,35,2,63,QMJHL,66,1998-99,18,28
12,Moncton Wildcats,5,-2,10,QMJHL,15,1998-99,18,5
22,Sherbrooke Castors,30,4,53,QMJHL,51,1998-99,18,23
70,Sherbrooke Castors,43,6,99,QMJHL,60,1999-00,19,56
6,Russia,1,5,6,WJC-A,7,1999-00,19,5
26,Detroit Vipers,22,0,37,IHL,65,2000-01,20,15
6,2 Teams,7,0,12,AHL,46,2001-02,21,5
4,Springfield Falcons,5,-2,9,AHL,28,2001-02,21,4
2,Grand Rapids Griffins,2,2,3,AHL,18,2001-02,21,1
25,Springfield Falcons,9,-20,13,AHL,41,2002-03,22,4
12,Lada Togliatti,9,0,11,Russia,30,2004-05,24,2
56,Dynamo Moscow,5,0,18,Russia,45,2007-08,27,13
40,Dynamo Moscow,16,0,35,KHL,56,2008-09,28,19
6,HC Fribourg-Gotteron,5,0,8,Swiss,14,2011-12,31,3
