assists,year,games_played,points,goals,team,age,pim,plus_minus,league
44,1985-86,35,72,28,Culver Academy Eagles,16,48,0,High-IN
25,1986-87,25,44,19,Culver Academy Eagles,17,30,0,High-IN
6,1987-88,27,7,1,U. of New Hampshire,18,34,0,H-East
0,1987-88,7,0,0,United States,18,0,0,WJC-A
12,1988-89,34,13,1,U. of New Hampshire,19,28,0,H-East
6,1989-90,39,8,2,U. of New Hampshire,20,42,0,H-East
12,1990-91,31,22,10,U. of New Hampshire,21,22,0,H-East
1,1990-91,7,1,0,Utica Devils,21,2,0,AHL
3,1991-92,23,3,0,Utica Devils,22,6,0,AHL
22,1991-92,30,25,3,Cincinnati Cyclones,22,43,0,ECHL
1,1992-93,13,3,2,Cincinnati Cyclones,23,15,0,IHL
16,1992-93,57,18,2,Utica Devils,23,76,0,AHL
33,1993-94,70,42,9,Albany River Rats,24,92,0,AHL
37,1994-95,68,42,5,Albany River Rats,25,66,0,AHL
0,1995-96,1,1,1,Albany River Rats,26,2,0,AHL
1,1996-97,2,1,0,Albany River Rats,27,4,0,AHL
1,1997-98,2,1,0,Albany River Rats,28,2,0,AHL
0,1997-98,3,0,0,United States,28,0,0,WC-A
14,2001-02,76,19,5,Milwaukee Admirals,32,33,-3,AHL
