game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
1,11.1,0,36,2,23,272,16,4,2002-03,8,0,4,2,MIN,,8,,NHL
0,14.3,2,7,0,27,82,4,2,2006-07,3,0,1,1,ATL,,4,,NHL
0,5.3,5,38,0,28,325,20,5,2007-08,7,0,2,2,PIT,,18,63,NHL
0,0.0,-5,17,0,29,134,16,0,2008-09,0,0,0,0,PIT,SC,8,29,NHL
1,6.1,5,33,0,30,219,13,6,2009-10,8,0,2,2,PIT,,4,58,NHL
0,6.3,-2,16,0,31,116,7,0,2010-11,1,0,1,1,PIT,,2,26,NHL
0,18.2,0,11,0,32,103,6,4,2011-12,6,0,2,2,PIT,,0,23,NHL
0,18.9,2,37,0,33,283,15,4,2012-13,11,0,7,5,PIT,,12,63,NHL
