league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
WHA,62,0,20,108,38,0,,BRB,[],24.1,19,12,-9,26,0,1978-79,,7,46,0,0
NHL,2,0,21,0,1,0,,QUE,[],0,0,1,1,0,0,1979-80,,0,0,0,1
NHL,8,0,23,3,0,0,,QUE,[],0.0,0,0,-2,0,0,1981-82,,0,0,0,0
NHL,51,1,24,55,24,0,,QUE,[],25.5,14,10,8,14,0,1982-83,,0,49,0,10
NHL,44,1,25,74,34,3,,QUE,[],20.3,11,19,23,15,1,1983-84,,3,32,0,16
NHL,76,3,26,114,34,1,,TOT,[],11.4,13,21,-3,13,0,1984-85,,0,45,0,20
NHL,6,1,26,12,3,0,,QUE,[],8.3,1,2,-1,1,0,1984-85,,0,0,0,2
NHL,70,2,26,102,31,1,,BOS,[],11.8,12,19,-2,12,0,1984-85,,0,45,0,18
NHL,13,1,27,18,6,1,,BOS,[],22.2,4,2,-4,4,0,1985-86,,0,20,0,1
