assists,team,goals,year,games_played,points,pim,age,plus_minus,league
21,HIFK Helsinki U18,12,1995-96,26,33,32,16,0,Fin-U18
1,HIFK Helsinki Jr.,3,1995-96,12,4,0,16,0,Fin-Jr.
12,HIFK Helsinki Jr.,13,1996-97,30,25,30,17,0,Fin-Jr.
12,HIFK Helsinki U18,19,1996-97,21,31,46,17,0,Fin-U18
1,HIFK Helsinki U18,0,1997-98,1,1,0,18,0,Fin-U18
5,HIFK Helsinki Jr.,9,1997-98,26,14,16,18,0,Fin-Jr.
0,HIFK Helsinki,1,1997-98,8,1,0,18,0,Finland
1,Finland,4,1997-98,7,5,0,18,0,WJC-A
10,HIFK Helsinki Jr.,4,1998-99,15,14,43,19,0,Fin-Jr.
1,HIFK Helsinki,0,1998-99,1,1,0,19,0,EuroHL
5,Finland,3,1998-99,6,8,2,19,0,WJC-A
2,2 Teams,2,1998-99,31,4,16,19,0,Finland
1,HIFK Helsinki,1,1998-99,17,2,14,19,0,Finland
1,Blues Espoo,1,1998-99,14,2,2,19,0,Finland
3,Karpat Oulu Jr.,7,1999-00,4,10,0,20,0,Fin-Jr.
18,Karpat Oulu,17,1999-00,41,35,12,20,0,Finland-2
18,Karpat Oulu,28,2000-01,56,46,32,21,0,Finland
2,Finland,1,2001-02,4,3,0,22,0,Olympics
2,Finland,5,2001-02,9,7,2,22,2,WC-A
1,Finland,2,2002-03,7,3,14,23,-1,WC-A
0,Finland,0,2003-04,5,0,0,24,-1,WC-A
0,Finland,1,2004-05,5,1,2,25,0,W-Cup
22,HC Davos,17,2004-05,44,39,20,25,0,Swiss
0,Finland,2,2004-05,7,2,2,25,1,WC-A
1,Finland,0,2005-06,8,1,2,26,1,Olympics
5,Finland,1,2008-09,7,6,0,29,2,WC-A
2,Finland,4,2009-10,6,6,2,30,-3,Olympics
8,Lokomotiv Yaroslavl,12,2012-13,49,20,27,33,0,KHL
0,Finland,1,2012-13,10,1,4,33,-1,WC-A
