average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,-2,1,0,0,0,0,1996-97,MDA,0,0,[],0.0,,3
,11,0,0,NHL,22,1,12,-6,43,8,1,0,1,1997-98,MDA,9,2,[],20.9,,21
6:47,0,0,0,NHL,24,0,2,0,4,0,0,0,0,1999-00,MDA,0,0,[],0.0,20,3
7:52,0,0,0,NHL,27,0,2,-1,5,0,0,0,0,2002-03,PHX,0,0,[],0.0,39,5
