goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1976-77,11,,180,0,5,0,0,0,0,PIT,0,0,0,3.67,24,NHL,0,0,3,0,1,2
0,0,0,1978-79,24,,421,0,0,0,0,0,0,PIT,0,0,0,3.42,26,NHL,0,0,7,0,2,5
0,0,0,1979-80,15,,300,0,0,0,0,0,0,MTL,0,0,0,3.00,27,NHL,0,0,5,0,2,3
