assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,St. Catharines Teepees,0,1958-59,7,1,0,16,0,OHA-Jr.
6,St. Catharines Teepees,6,1959-60,16,12,30,17,0,OHA-Jr.
13,St. Catharines Teepees,5,1959-60,14,18,4,17,0,M-Cup
3,St. Catharines Teepees,0,1960-61,6,3,4,18,0,OHA-Jr.
3,St. Louis Braves,1,1963-64,6,4,4,21,0,CPHL
3,Pittsburgh Hornets,0,1964-65,4,3,6,22,0,AHL
1,Pittsburgh Hornets,1,1965-66,3,2,2,23,0,AHL
3,Pittsburgh Hornets,1,1966-67,9,4,4,24,0,AHL
3,Rochester Americans,2,1967-68,10,5,4,25,0,AHL
0,Vancouver Canucks,3,1968-69,8,3,2,26,0,WHL
3,Vancouver Canucks,6,1969-70,11,9,4,27,0,WHL
