power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,9,2,0,NHL,1988-89,21,1,MTL,,1,10,0,0,6,,,16.7,1
0,8,2,0,NHL,1989-90,22,2,MTL,,0,2,2,0,9,,,22.2,2
0,13,8,1,NHL,1990-91,23,5,MTL,,3,6,3,0,21,,,23.8,5
1,11,6,0,NHL,1991-92,24,2,MTL,,4,6,-2,0,20,,,10.0,1
1,9,4,0,NHL,1993-94,26,3,DAL,,1,2,-3,0,20,,,15.0,2
0,5,1,0,NHL,1994-95,27,0,DAL,,1,2,-1,0,7,,,0.0,0
0,6,4,0,NHL,1996-97,29,2,DAL,,2,2,0,0,20,,,10.0,2
0,15,3,0,NHL,1997-98,30,2,DET,,1,12,2,0,17,,SC,11.8,2
0,3,0,0,NHL,1998-99,31,0,DET,7:53,0,0,-2,0,2,24,,0.0,0
0,6,0,0,NHL,1999-00,32,0,DET,8:54,0,6,-3,0,7,53,,0.0,0
0,5,1,0,NHL,2000-01,33,0,DET,10:24,1,0,0,0,7,52,,0.0,0
