average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,24,2,0,NHL,21,13,16,9,68,8,0,0,3,1988-89,MTL,8,16,[],11.8,,49
,24,0,0,NHL,22,14,28,3,80,8,1,0,1,1989-90,MTL,9,15,[],11.3,,57
,15,1,0,NHL,23,9,10,-3,81,5,1,0,0,1990-91,MTL,6,9,[],7.4,,51
,50,3,0,NHL,24,23,57,29,146,21,2,0,4,1991-92,MTL,23,27,"[{'link': '/awards/voting-1992.html#selke', 'name': 'Selke-7'}]",15.8,,79
,21,0,0,NHL,25,7,49,-12,106,8,2,2,2,1992-93,TOT,10,11,[],9.4,,68
,20,0,0,NHL,25,6,47,-10,94,8,2,2,2,1992-93,EDM,10,10,[],10.6,,60
,1,0,0,NHL,25,1,2,-2,12,0,0,0,0,1992-93,MNS,0,1,[],0.0,,8
,31,5,1,NHL,26,13,31,0,103,13,3,0,1,1993-94,DAL,17,14,[],16.5,,76
,13,1,3,NHL,27,4,16,-3,70,5,1,0,0,1994-95,DAL,9,4,[],12.9,,32
,42,2,1,NHL,28,18,36,-11,164,13,6,1,3,1995-96,DAL,20,22,[],12.2,,77
,30,2,0,NHL,29,17,24,6,116,8,2,0,3,1996-97,DAL,10,20,[],8.6,,67
,27,3,0,NHL,30,13,40,4,124,8,5,0,1,1997-98,DET,13,14,[],10.5,,61
11:58,1,1,0,NHL,31,0,0,-1,4,1,0,0,0,1998-99,DET,1,0,[],25.0,60,5
11:19,6,0,0,NHL,32,2,24,1,33,4,0,0,0,1999-00,DET,4,2,[],12.1,272,24
11:41,9,0,0,NHL,33,8,41,-8,75,1,0,0,0,2000-01,DET,1,8,[],1.3,701,60
11:14,9,1,0,NHL,34,6,14,-9,53,3,0,0,0,2001-02,TOT,3,6,[],5.7,505,45
9:22,2,1,0,NHL,34,1,8,-3,24,1,0,0,0,2001-02,DET,1,1,[],4.2,178,19
12:35,7,0,0,NHL,34,5,6,-6,29,2,0,0,0,2001-02,DAL,2,5,[],6.9,327,26
10:46,3,0,0,NHL,35,2,14,-11,41,1,0,0,0,2002-03,NSH,1,2,[],2.4,441,41
