assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1996-97,5,4,0,Kamloops Blazers,16,8,0,WHL
1,1997-98,7,1,0,Kamloops Blazers,17,10,0,WHL
8,1998-99,15,10,2,Kamloops Blazers,18,22,0,WHL
2,1999-00,4,2,0,Kamloops Blazers,19,17,0,WHL
2,1999-00,7,4,2,San Diego Gulls,19,0,0,WCHL
9,2000-01,19,10,1,Saint John Flames,20,14,0,AHL
0,2002-03,6,3,3,Wilkes-Barre Scranton Pens,22,21,3,AHL
6,2003-04,10,9,3,Eisbaren Berlin,23,35,0,Germany
5,2004-05,11,7,2,Eisbaren Berlin,24,41,0,Germany
10,2005-06,11,14,4,Eisbaren Berlin,25,10,0,Germany
9,2006-07,11,14,5,Wilkes-Barre Penguins,26,16,6,AHL
3,2008-09,10,5,2,EV Zug,28,4,0,Swiss
0,2011-12,5,1,1,Kloten Flyers,31,0,0,Swiss
