game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
0,0,0,2,0,0,2,0,0,2001-02,0,0,0,0,2,NHL,0.0,0,0,0,0,21,0,14:44,[],0,0,0,29,CGY
0,0,-5,27,0,0,16,2,0,2002-03,0,0,1,0,4,NHL,3.7,2,0,0,0,22,0,16:45,[],3,0,1,268,CGY
0,0,-3,6,0,0,3,1,0,2006-07,0,0,0,0,4,NHL,0.0,1,0,0,0,26,0,13:48,[],1,0,0,41,PIT
0,0,1,3,0,0,2,0,0,2007-08,0,0,0,0,2,NHL,0.0,0,2,0,0,27,5,12:34,[],0,2,0,25,STL
