assists,year,games_played,points,goals,team,age,pim,plus_minus,league
35,1995-96,35,45,10,Calgary Blazers,15,68,0,AMHL
27,1996-97,59,35,8,Kamloops Blazers,16,39,0,WHL
41,1997-98,71,54,13,Kamloops Blazers,17,91,0,WHL
27,1998-99,59,35,8,Kamloops Blazers,18,110,0,WHL
62,1999-00,70,88,26,Kamloops Blazers,19,156,0,WHL
0,1999-00,1,0,0,Long Beach Ice Dogs,19,0,0,IHL
21,2000-01,67,29,8,Saint John Flames,20,28,0,AHL
33,2001-02,77,40,7,Saint John Flames,21,77,-17,AHL
25,2002-03,58,38,13,2 Teams,22,89,-4,AHL
21,2002-03,44,33,12,Saint John Flames,22,73,2,AHL
4,2002-03,14,5,1,Wilkes-Barre Scranton Pens,22,16,-6,AHL
22,2003-04,45,32,10,Eisbaren Berlin,23,76,0,Germany
22,2004-05,51,33,11,Eisbaren Berlin,24,93,0,Germany
21,2005-06,52,32,11,Eisbaren Berlin,25,78,0,Germany
1,2005-06,9,1,0,Canada,25,4,1,WC-A
33,2006-07,78,51,18,Wilkes-Barre Penguins,26,101,-3,AHL
36,2007-08,76,46,10,Peoria Rivermen,27,77,1,AHL
19,2008-09,50,32,13,EV Zug,28,58,0,Swiss
18,2009-10,46,25,7,EV Zug,29,48,0,Swiss
35,2011-12,49,41,6,Kloten Flyers,31,87,0,Swiss
