game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,3,0,1954-55,0,0,0,0,,NHL,0,0,18,2,[],0,0,,TOR
0,0,0,0,69,19,1955-56,0,0,18,0,,NHL,0,0,19,74,[],37,0,,TOR
0,0,0,0,0,14,1956-57,0,0,26,0,,NHL,0,0,20,50,[],40,0,,TOR
0,0,0,0,65,23,1957-58,0,0,26,0,,NHL,0,0,21,79,[],49,0,,TOR
0,0,0,0,69,24,1958-59,0,0,29,0,,NHL,0,0,22,73,[],53,0,,TOR
0,0,0,0,67,22,1959-60,0,0,19,0,,NHL,0,0,23,51,[],41,0,,TOR
0,0,0,0,67,17,1960-61,0,0,16,0,,NHL,0,0,24,54,[],33,0,,TOR
0,0,0,0,51,20,1961-62,0,0,17,0,,NHL,0,0,25,37,[],37,0,,TOR
0,0,0,0,69,19,1962-63,0,0,16,0,,NHL,0,0,26,56,[],35,0,,TOR
0,0,0,0,66,14,1963-64,0,0,11,4,,NHL,0,0,27,61,[],25,7,,TOT
0,0,0,0,52,10,1963-64,0,0,7,2,,NHL,0,0,27,59,[],17,5,,TOR
0,0,0,0,14,4,1963-64,0,0,4,2,,NHL,0,0,27,2,[],8,2,,NYR
3,0,0,0,69,16,1964-65,0,0,12,1,,NHL,0,0,28,36,[],28,11,,TOT
0,0,0,0,29,9,1964-65,0,0,3,1,,NHL,0,0,28,20,[],12,2,,NYR
3,0,0,0,40,7,1964-65,0,0,9,0,,NHL,0,0,28,16,[],16,9,,MTL
2,0,0,0,63,24,1965-66,0,0,21,5,,NHL,0,0,29,78,[],45,16,,MTL
2,0,0,0,51,11,1966-67,0,0,12,3,,NHL,0,0,30,23,[],23,9,,MTL
0,6,111,0,66,21,1967-68,16,0,25,6,,NHL,0,5,31,21,[],46,19,,MTL
2,-13,138,0,68,21,1968-69,16,0,19,5,,NHL,13.8,5,32,24,[],40,14,,MTL
0,-20,58,0,49,9,1969-70,6,0,6,0,,NHL,10.3,3,33,12,[],15,6,,TOT
0,-5,21,0,17,1,1969-70,0,0,1,0,,NHL,4.8,1,33,4,[],2,1,,MTL
0,-15,37,0,32,8,1969-70,6,0,5,0,,NHL,13.5,2,33,8,[],13,5,,LAK
1,-18,71,0,60,13,1970-71,10,0,8,0,,NHL,11.3,3,34,12,[],21,8,,TOT
0,-2,4,0,7,0,1970-71,0,0,1,0,,NHL,25.0,0,34,0,[],1,1,,LAK
1,-16,67,0,53,13,1970-71,10,0,7,0,,NHL,10.4,3,34,12,[],20,7,,BUF
0,-2,5,0,8,2,1971-72,1,0,2,0,,NHL,40.0,1,35,0,[],4,2,,BUF
