giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
26,NHL,50,0,21,0,83,40,9,32,2,641,TOR,12,0,[],7.5,3,6,-10,3,0,0,2007-08,23,12:49,0,18,0,4
16,NHL,38,1,22,0,100,43,13,34,5,592,TOR,10,100.0,[],2.3,1,12,-2,1,1,0,2008-09,36,15:34,0,20,0,7
21,NHL,73,0,23,0,231,121,34,63,18,1496,CBJ,16,0,[],5.0,2,28,-17,6,0,0,2009-10,55,20:29,4,37,0,10
11,NHL,51,1,24,0,175,80,18,39,9,1006,CBJ,15,0,[],1.3,0,17,-11,1,0,0,2010-11,46,19:44,1,22,0,8
12,NHL,53,0,25,0,110,55,18,76,4,906,NYR,11,0,[],3.6,2,16,9,2,0,0,2011-12,71,17:06,0,20,0,12
19,NHL,0,0,26,1,149,66,7,75,0,866,NYR,8,0.0,[],6.1,4,3,14,4,0,0,2012-13,42,18:03,0,16,0,3
49,NHL,81,0,27,0,197,104,13,75,0,1571,NYR,29,0,[],1.0,1,12,9,1,0,0,2013-14,64,19:24,0,26,0,12
40,NHL,82,0,28,0,276,138,39,106,12,1800,TBL,23,0,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-2015.html#norris', 'name': 'Norris-13'}]",6.5,7,30,22,9,0,0,2014-15,79,21:57,2,26,0,18
35,NHL,73,0,29,0,247,127,34,99,11,1612,TBL,26,0,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-21'}, {'link': '/awards/voting-2016.html#byng', 'name': 'Byng-56'}, {'link': '/awards/voting-2016.html#norris', 'name': 'Norris-20'}]",7.1,8,25,16,9,0,0,2015-16,73,22:05,1,20,0,14
27,NHL,73,0,30,0,257,130,22,106,6,1672,TBL,26,0,[],3.8,4,17,1,5,0,0,2016-17,96,22:54,1,20,0,11
