pim,team,assists,plus_minus,points,league,games_played,year,age,goals
28,Saskatoon Blades,43,0,74,WCJHL,64,1970-71,17,31
58,Saskatoon Blades,38,0,67,WCJHL,64,1971-72,18,29
36,Saskatoon Blades,39,0,69,WCJHL,68,1972-73,19,30
37,Portland Buckaroos,41,0,68,WHL,78,1973-74,20,27
17,Springfield Kings,40,0,65,AHL,75,1974-75,21,25
34,Fort Worth Texans,36,0,57,CHL,64,1975-76,22,21
0,Binghamton Dusters,0,0,0,AHL,6,1978-79,25,0
8,Erie Blades,49,0,79,NEHL,56,1978-79,25,30
0,EC Bad Tolz,25,0,48,W.Ger-2,30,1979-80,26,23
16,Liege IHC,32,0,78,Belgium,23,1981-82,28,46
