pim,team,assists,plus_minus,points,league,games_played,year,age,goals
106,Miramichi Rae\'s Yamaha Rivermen,12,0,14,NBMHL,20,2002-03,15,2
58,Val-d\'Or Foreurs,6,-10,8,QMJHL,64,2003-04,16,2
117,Val-d\'Or Foreurs,19,-39,32,QMJHL,70,2004-05,17,13
4,Canada,1,5,1,WJ18-A,6,2004-05,17,0
4,Canada,5,5,6,WJC-A,6,2005-06,18,1
62,2 Teams,25,-8,28,QMJHL,30,2005-06,18,3
54,Val-d\'Or Foreurs,18,-8,20,QMJHL,20,2005-06,18,2
8,Moncton Wildcats,7,0,8,QMJHL,10,2005-06,18,1
6,Canada,2,3,4,WJC-A,6,2006-07,19,2
73,2 Teams,16,22,20,QMJHL,36,2006-07,19,4
28,Moncton Wildcats,11,17,14,QMJHL,13,2006-07,19,3
45,Cape Breton Screaming Eagles,5,5,6,QMJHL,23,2006-07,19,1
68,Manitoba Moose,8,-3,14,AHL,41,2007-08,20,6
