year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,16,23,24,30,0,ON-Jr.B,40,Petrolia Jets,53
1982-83,16,0,19,0,0,ON-Jr.A,2,Newmarket Flyers,0
1983-84,17,35,18,42,0,ON-Jr.B,33,Petrolia Jets,77
1984-85,18,23,54,32,0,CCHA,42,Bowling Green University,55
1985-86,19,23,50,45,0,CCHA,42,Bowling Green University,68
1986-87,20,27,44,58,0,CCHA,45,Bowling Green University,85
1986-87,20,1,4,0,0,Nat-Tm,5,Canada,1
1987-88,21,30,60,49,0,AHL,78,Utica Devils,79
1988-89,22,36,22,44,0,AHL,56,Utica Devils,80
1989-90,23,53,61,52,0,AHL,74,Utica Devils,105
1998-99,32,6,14,11,-9,IHL,27,Cleveland Lumberjacks,17
1999-00,33,14,49,11,0,Swiss,32,SC Rapperswil-Jona,25
