game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
1,14,-17,49,182,0,37,7,128,2014-15,6,0,2,1,4,NHL,4.1,1,21,41.3,8,19,77,12:42,[],9,16,1,470,EDM
2,40,-2,133,536,0,72,32,502,2015-16,28,0,19,5,20,NHL,14.3,4,38,48.4,18,20,214,18:03,[],51,61,14,1300,EDM
5,75,7,172,496,0,0,48,476,2016-17,31,0,29,10,20,NHL,16.9,17,41,49.0,36,21,297,18:53,"[{'link': '/awards/voting-2017.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2017.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2017.html#byng', 'name': 'Byng-17'}]",77,75,19,1548,EDM
