assists,year,games_played,points,goals,team,age,pim,plus_minus,league
67,2013-14,64,105,38,Prince Albert Raiders,18,24,7,WHL
4,2013-14,6,6,2,Germany U20,18,52,-1,WJC-20
5,2013-14,13,6,1,Germany (all),18,0,-5,Internationa
3,2013-14,7,4,1,Germany,18,0,-3,WC
34,2014-15,32,53,19,Kelowna Rockets,19,25,14,WHL
3,2014-15,5,7,4,Kelowna Rockets,19,12,-1,M-Cup
6,2015-16,11,7,1,Germany (all),20,6,-1,Internationa
3,2015-16,8,4,1,Germany,20,4,-2,WC
1,2015-16,6,2,1,Bakersfield Condors,20,4,-5,AHL
0,2016-17,6,2,2,Team Europe,21,0,2,WCup
2,2016-17,2,3,1,Germany (all),21,0,0,Internationa
3,2016-17,3,5,2,Germany,21,0,2,OGQ
