shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1955-56,40,0,,0,0,0,0,0,17,NYR,12,25,0,NHL,0,,66,29,[],0
0,1956-57,4,0,,0,0,0,0,0,2,TOT,1,26,0,NHL,0,,8,3,[],0
0,1956-57,4,0,,0,0,0,0,0,2,NYR,1,26,0,NHL,0,,7,3,[],0
0,1956-57,0,0,,0,0,0,0,0,0,MTL,0,26,0,NHL,0,,1,0,[],0
0,1957-58,71,0,,0,0,0,0,0,36,BOS,30,27,0,NHL,0,,67,66,[],0
0,1958-59,58,0,,0,0,0,0,0,20,BOS,19,28,0,NHL,0,,45,39,[],0
0,1959-60,60,0,,0,0,0,0,0,41,BOS,0,29,0,NHL,0,,68,80,"[{'link': '/awards/nhl_all_star.html#1960', 'name': None}]",0
0,1960-61,15,0,,0,0,0,0,0,15,BOS,15,30,0,NHL,0,,47,30,[],0
0,1961-62,21,0,,0,0,0,0,0,29,CBH,17,31,0,NHL,0,,68,46,[],0
0,1962-63,46,0,,0,0,0,0,0,19,TOT,7,32,0,NHL,0,,51,26,[],0
0,1962-63,34,0,,0,0,0,0,0,15,NYR,7,32,0,NHL,0,,41,22,[],0
0,1962-63,12,0,,0,0,0,0,0,4,TOR,0,32,0,NHL,0,,10,4,[],0
8.3,1967-68,4,1,,0,12,5,1,-6,6,MNS,1,37,0,NHL,0,,14,7,[],0
