assists,team,goals,year,games_played,points,pim,age,plus_minus,league
18,Galt Black Hawks,22,1948-49,33,40,45,18,0,OHA-Jr.
33,Galt Red Wings,20,1949-50,47,53,91,19,0,OHA-Jr.
1,Grand Rapids Rockets,6,1949-50,5,7,12,19,0,EAHL
26,Springfield Indians,12,1950-51,43,38,37,20,0,AHL
36,Syracuse Warriors,12,1951-52,50,48,56,21,0,AHL
40,Syracuse Warriors,19,1952-53,52,59,44,22,0,AHL
14,Springfield Indians,11,1953-54,19,25,25,23,0,QHL
39,Syracuse Warriors,21,1953-54,46,60,54,23,0,AHL
60,Edmonton Flyers,50,1954-55,67,110,71,24,0,WHL
44,Rochester Americans,37,1956-57,56,81,39,26,0,AHL
15,Rochester Americans,7,1962-63,18,22,6,32,0,AHL
59,Rochester Americans,25,1963-64,70,84,28,33,0,AHL
68,Rochester Americans,38,1964-65,72,106,24,34,0,AHL
48,Rochester Americans,27,1965-66,70,75,34,35,0,AHL
49,Rochester Americans,29,1966-67,72,78,54,36,0,AHL
2,Tulsa Oilers,1,1967-68,4,3,0,37,0,CPHL
29,Rochester Americans,15,1967-68,44,44,10,37,0,AHL
30,Rochester Americans,18,1968-69,66,48,30,38,0,AHL
1,Rochester Americans,3,1969-70,5,4,0,39,0,AHL
