assists,team,goals,year,games_played,points,pim,age,plus_minus,league
6,Grand Rapids Rockets,2,1949-50,6,8,8,19,0,EAHL
0,Springfield Indians,0,1950-51,2,0,0,20,0,AHL
0,Syracuse Warriors,0,1952-53,4,0,2,22,0,AHL
4,Edmonton Flyers,7,1954-55,9,11,12,24,0,WHL
3,Edmonton Flyers,5,1954-55,7,8,28,24,0,Ed-Cup
7,Rochester Americans,6,1956-57,10,13,14,26,0,AHL
0,Rochester Americans,0,1963-64,2,0,2,33,0,AHL
5,Rochester Americans,4,1964-65,10,9,16,34,0,AHL
7,Rochester Americans,3,1965-66,12,10,22,35,0,AHL
7,Rochester Americans,2,1966-67,12,9,2,36,0,AHL
7,Rochester Americans,0,1967-68,10,7,0,37,0,AHL
