assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1908-09,17,16,16,2 Teams,21,30,0,OPHL
0,1908-09,7,6,6,Guelph Professionals,21,6,0,OPHL
0,1908-09,10,10,10,Galt Professionals,21,24,0,OPHL
0,1909-10,20,25,25,Galt Professionals,22,44,0,OPHL
0,1910-11,3,1,1,Belleville Professionals,23,0,0,EOPHL
0,1910-11,1,0,0,Renfrew Hockey Club,23,0,0,NHA
0,1910-11,13,4,4,Galt Professionals,23,0,0,OPHL
0,1911-12,16,16,16,Moncton Victorias,24,31,0,MPHL
0,1912-13,1,0,0,Toronto Blueshirts,25,0,0,NHA
0,1912-13,13,12,12,2 Teams,25,14,0,MPHL
0,1912-13,12,12,12,Moncton Victorias,25,14,0,MPHL
0,1912-13,1,0,0,Halifax Crescents,25,0,0,MPHL
5,1913-14,19,14,9,Toronto Ontarios,26,20,0,NHA
0,1914-15,1,0,0,Quebec Bulldogs,27,0,0,NHA
0,1915-16,1,0,0,Montreal Wanderers,28,0,0,NHA
