assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,HIFK Helsinki,1,1975-76,4,2,5,20,0,Finland
6,HIFK Helsinki,1,1978-79,6,7,4,23,0,Finland
10,HIFK Helsinki,3,1979-80,7,13,6,24,0,Finland
8,HIFK Helsinki,9,1982-83,9,17,11,27,0,Finland
1,HIFK Helsinki,1,1983-84,2,2,2,28,0,Finland
2,EV Landshut,1,1985-86,3,3,2,30,0,W.German
1,HIFK Helsinki,0,1986-87,3,1,10,31,0,Finland
5,HIFK Helsinki,4,1987-88,6,9,6,32,0,Finland
1,HIFK Helsinki,0,1988-89,2,1,0,33,0,Finland
3,Hockey-Reipas Lahti,2,1989-90,4,5,0,34,0,Finland-2
3,HIFK Helsinki,1,1991-92,8,4,2,36,0,Finland
