even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,BOS,0,0,21,0,,NHL,0,3,,1976-77,8,0.0,,0,1,0
4,1,EDM,4,6,25,2,,NHL,0,11,,1980-81,9,36.4,,0,5,0
1,0,EDM,1,0,26,0,,NHL,0,1,,1981-82,3,100.0,,0,1,-1
