game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,19,80,0,60,8,1981-82,7,0,3,0,,NHL,3.8,1,19,55,[],11,3,,MTL
2,27,166,0,78,21,1982-83,16,0,12,3,,NHL,7.2,5,20,89,[],33,9,,MTL
0,-11,105,0,71,12,1983-84,10,0,2,0,,NHL,1.9,2,21,49,[],14,2,,TOT
0,-4,37,0,27,7,1983-84,6,0,2,0,,NHL,5.4,1,21,8,[],9,2,,MTL
0,-7,68,0,44,5,1983-84,4,0,0,0,,NHL,0.0,1,21,41,[],5,0,,STL
0,7,85,0,74,12,1984-85,12,0,2,1,,NHL,2.4,0,22,53,[],14,1,,STL
0,-1,102,0,64,18,1985-86,13,0,2,1,,NHL,2.0,5,23,51,[],20,1,,QUE
0,-2,46,0,43,3,1986-87,3,0,4,0,,NHL,8.7,0,24,47,[],7,4,,TOT
0,-1,22,0,19,0,1986-87,0,0,2,0,,NHL,9.1,0,24,14,[],2,2,,QUE
0,-1,24,0,24,3,1986-87,3,0,2,0,,NHL,8.3,0,24,33,[],5,2,,DET
0,9,46,1,55,8,1987-88,7,0,2,0,,NHL,4.3,0,25,81,[],10,2,,DET
0,-11,23,0,42,3,1988-89,2,0,1,0,,NHL,4.3,1,26,51,[],4,1,,DET
0,3,37,0,54,7,1989-90,7,0,3,0,,NHL,8.1,0,27,44,[],10,3,,PIT
