pim,team,assists,plus_minus,points,league,games_played,year,age,goals
22,Galt Red Wings,27,0,52,OHA-Jr.,48,1949-50,17,25
10,Galt Black Hawks,32,0,64,OHA-Jr.,52,1950-51,18,32
33,Galt Black Hawks,67,0,120,OHA-Jr.,51,1951-52,19,53
6,St. Louis Flyers,16,0,28,AHL,29,1952-53,20,12
6,Buffalo Bisons,15,0,32,AHL,18,1955-56,23,17
16,Buffalo Bisons,29,0,55,AHL,60,1956-57,24,26
2,Buffalo Bisons,32,0,44,AHL,48,1957-58,25,12
0,Belleville McFarlands,0,0,0,EOHL,1,1958-59,26,0
2,Canada,3,0,10,WEC-A,8,1958-59,26,7
16,Buffalo Bisons,10,0,15,AHL,56,1959-60,27,5
4,Hershey Bears,24,0,35,AHL,69,1960-61,28,11
16,Hershey Bears,29,0,56,AHL,70,1961-62,29,27
6,Hershey Bears,24,0,53,AHL,70,1962-63,30,29
12,Hershey Bears,26,0,60,AHL,72,1963-64,31,34
10,Hershey Bears,24,0,58,AHL,63,1964-65,32,34
4,Hershey Bears,20,0,34,AHL,60,1965-66,33,14
